Order_ID,Date,Product_ID,Product_Name,Category,Warehouse_ID,Region,Sales_Quantity,Unit_Price,Discount_Percent,Promotion_Applied,Supplier,Lead_Time_Days,Revenue
504277,2024-07-11,SKU1026,Home_Item_7,Home & Kitchen,WH_SOUTH,South,7,994.38,0.0,No,Supplier_A,3.0,6960.66
510982,2025-05-13,SKU1039,Grocery_Item_10,Grocery,WH_NORTH,North,39,222.44,0.0,Yes,Supplier_A,7.0,8675.16
506196,2024-10-06,SKU1029,Home_Item_10,Home & Kitchen,WH_WEST,West,18,716.7,0.0,No,Supplier_D,7.0,12900.6
500762,2024-02-05,SKU1001,Electronics_Item_2,Electronics,WH_WEST,West,2,19525.32,15.0,No,Supplier_A,5.0,33193.04
502393,2024-04-15,SKU1035,Grocery_Item_6,Grocery,WH_NORTH,North,24,1749.54,10.0,Yes,Supplier_C,14.0,37790.06
506267,2024-10-09,SKU1030,Grocery_Item_1,Grocery,WH_SOUTH,South,34,2402.0,0.0,No,Supplier_C,14.0,81668.0
500997,2024-02-15,SKU1021,Home_Item_2,Home & Kitchen,WH_SOUTH,South,5,2700.26,0.0,No,Supplier_B,10.0,13501.3
501151,2024-02-22,SKU1004,Electronics_Item_5,Electronics,WH_NORTH,North,3,661.52,0.0,No,Supplier_B,10.0,1984.56
508509,2025-01-21,SKU1016,Fashion_Item_7,Fashion,WH_SOUTH,South,10,497.81,5.0,No,Supplier_A,7.0,4729.2
506080,2024-10-01,SKU1023,Home_Item_4,Home & Kitchen,WH_NORTH,North,13,1257.73,5.0,No,Supplier_B,14.0,15532.97
510546,2025-04-23,SKU1031,Grocery_Item_2,Grocery,WH_NORTH,North,19,2789.96,0.0,No,Supplier_B,3.0,53009.24
507349,2024-11-29,SKU1002,Electronics_Item_3,Electronics,WH_NORTH,North,6,4026.46,0.0,No,Supplier_C,7.0,24158.76
506405,2024-10-15,SKU1025,Home_Item_6,Home & Kitchen,WH_SOUTH,South,5,1880.05,0.0,No,Supplier_A,3.0,9400.25
508896,2025-02-08,SKU1001,Electronics_Item_2,Electronics,WH_WEST,West,8,19525.32,15.0,No,Supplier_A,5.0,132772.18
507371,2024-11-29,SKU1036,Grocery_Item_7,Grocery,WH_NORTH,North,34,2919.38,0.0,No,Supplier_C,3.0,99258.92
500694,02/02/2024,SKU1007,Electronics_Item_8,Electronics,WH_SOUTH,South,2,13190.2,0.0,No,Supplier_D,3.0,26380.4
510362,2025-04-15,SKU1018,Fashion_Item_9,Fashion,WH_SOUTH,South,4,2038.19,10.0,No,Supplier_B,5.0,7337.48
504593,2024-07-26,SKU1007,Electronics_Item_8,Electronics,WH_SOUTH,South,4,13190.2,10.0,No,Supplier_D,3.0,47484.72
504076,2024-07-03,SKU1001,Electronics_Item_2,Electronics,WH_NORTH,North,5,19525.32,10.0,No,Supplier_A,5.0,87863.94
501476,2024-03-08,SKU1011,Fashion_Item_2,Fashion,WH_NORTH,North,8,282.38,0.0,No,Supplier_C,14.0,2259.04
500885,2024-02-10,SKU1027,Home_Item_8,Home & Kitchen,WH_NORTH,North,5,194.56,5.0,No,Supplier_A,3.0,924.16
502115,2024-04-04,SKU1027,Home_Item_8,Home & Kitchen,WH_SOUTH,South,4,194.56,5.0,No,Supplier_A,3.0,739.33
500690,2024-02-02,SKU1000,Electronics_Item_1,Electronics,WH_WEST,West,3 ,9457.32,5.0,No,Supplier_A,7.0,26953.36
505136,2024-08-20,SKU1006,Electronics_Item_7,Electronics,WH_NORTH,North,6,4707.6,5.0,No,Supplier_D,5.0,26833.32
502656,2024-04-27,SKU1033,Grocery_Item_4,Grocery,WH_WEST,West,27,1093.06,0.0,No,Supplier_D,14.0,29512.62
503873,2024-06-24,SKU1003,Electronics_Item_4,Electronics,WH_SOUTH,South,4,21674.48,0.0,No,Supplier_D,,86697.92
505577,2024-09-08,SKU1016,Fashion_Item_7,Fashion,WH_NORTH,North,15,497.81,0.0,No,Supplier_A,7.0,7467.15
501583,2024-03-12,SKU1010,Fashion_Item_1,Fashion,WH_WEST,West,4,1240.02,,No,Supplier_D,3.0,4712.08
505192,2024-08-22,SKU1020,Home_Item_1,Home & Kitchen,WH_NORTH,North,6,2359.13,0.0,No,Supplier_B,5.0,14154.78
504564,2024-07-24,SKU1039,Grocery_Item_10,Grocery,WH_NORTH,North,-11,222.44,10.0,No,Supplier_A,7.0,2202.16
510133,2025-04-05,SKU1006,Electronics_Item_7,electronics  ,WH_NORTH,North,8 ,4707.6,20.0,No,Supplier_D,5.0,30128.64
502121,2024-04-04,SKU1038,Grocery_Item_9,Grocery,WH_NORTH,North,16,1639.79,0.0,No,Supplier_C,5.0,26236.64
511048,2025-05-16,SKU1029,Home_Item_10,Home & Kitchen,WH_SOUTH,South,7,716.7,0.0,No,Supplier_D,7.0,5016.9
506934,2024-11-09,SKU1033,Grocery_Item_4,Grocery,WH_NORTH,North,16,1093.06,10.0,No,Supplier_D,14.0,15740.06
504655,2024-07-29,SKU1000,Electronics_Item_1,Electronics,WH_WEST,West,3,9457.32,10.0,No,Supplier_A,7.0,25534.76
509260,2025-02-24,SKU1033,Grocery_Item_4,Grocery,WH_WEST,West,20,1093.06,0.0,No,Supplier_D,14.0,21861.2
503302,2024-05-28,SKU1030,Grocery_Item_1,Grocery,WH_SOUTH,South,17,2402.0,5.0,No,Supplier_C,14.0,38792.3
503918,2024-06-26,SKU1011,Fashion_Item_2,Fashion,WH_SOUTH,South,6,282.38,0.0,No,Supplier_C,14.0,1694.28
503079,2024-05-18,SKU1019,Fashion_Item_10,Fashion,WH_WEST,West,6,1767.95,5.0,No,Supplier_A,5.0,10077.32
506740,2024-10-31,SKU1025,Home_Item_6,Home & Kitchen,WH_WEST,West,11,1880.05,0.0,No,Supplier_A,3.0,20680.55
508494,2025-01-20,SKU1035,Grocery_Item_6,Grocery,WH_SOUTH,South,22,1749.54,10.0,No,Supplier_C,14.0,34640.89
507853,2024-12-22,SKU1021,Home_Item_2,Home & Kitchen,WH_WEST,West,18,2700.26,0.0,No,Supplier_B,10.0,48604.68
501298,2024-02-28,SKU1021,Home_Item_2,Home & Kitchen,WH_NORTH,North,6,2700.26,0.0,No,Supplier_B,10.0,16201.56
505122,2024-08-19,SKU1027,Home_Item_8,Home & Kitchen,WH_NORTH,North,9,194.56,5.0,No,Supplier_A,3.0,1663.49
506977,2024-11-11,SKU1018,Fashion_Item_9,Fashion,WH_NORTH,North,13,2038.19,0.0,No,Supplier_B,5.0,26496.47
508962,2025-02-11,SKU1009,Electronics_Item_10,Electronics,WH_NORTH,North,4,1309.64,5.0,No,Supplier_D,7.0,4976.63
500704,2024-02-02,SKU1020,Home_Item_1,Home & Kitchen,WH_NORTH,North,6,2359.13,0.0,No,Supplier_B,5.0,14154.78
509842,2025-03-22,SKU1037,Grocery_Item_8,Grocery,WH_NORTH,North,33,2206.93,5.0,No,Supplier_C,7.0,69187.26
503393,2024-06-01,SKU1018,Fashion_Item_9,Fashion,WH_SOUTH,South,6,2038.19,0.0,No,Supplier_B,5.0,12229.14
502587,2024-04-24,SKU1031,Grocery_Item_2,Grocery,WH_WEST,West,18,2789.96,15.0,No,Supplier_B,3.0,42686.39
511426,2025-06-02,SKU1038,Grocery_Item_9,Grocery,WH_WEST,West,16,1639.79,10.0,No,Supplier_C,5.0,23612.98
509301,2025-02-26,SKU1019,Fashion_Item_10,Fashion,WH_NORTH,North,10,1767.95,0.0,No,Supplier_A,5.0,17679.5
508166,2025-01-05,SKU1009,Electronics_Item_10,Electronics,WH_WEST,West,8,1309.64,0.0,No,Supplier_D,7.0,10477.12
508597,2025-01-25,SKU1006,Electronics_Item_7,Electronics,WH_SOUTH,South,6,4707.6,0.0,Yes,Supplier_D,5.0,28245.6
504830,2024-08-06,SKU1016,Fashion_Item_7,Fashion,WH_NORTH,North,8,497.81,0.0,No,Supplier_A,7.0,3982.48
501470,2024-03-08,SKU1000,Electronics_Item_1,Electronics,WH_WEST,West,3,9457.32,0.0,No,Supplier_A,7.0,28371.96
511160,2025-05-22,SKU1015,Fashion_Item_6,Fashion,WH_NORTH,North,16,808.05,0.0,No,Supplier_D,10.0,12928.8
505759,2024-09-17,SKU1015,Fashion_Item_6,Fashion,WH_SOUTH,South,6,808.05,0.0,No,Supplier_D,10.0,4848.3
506575,2024-10-23,SKU1025,Home_Item_6,Home & Kitchen,WH_SOUTH,South,10,1880.05,10.0,No,Supplier_A,3.0,16920.45
505980,2024-09-27,SKU1000,Electronics_Item_1,Electronics,WH_NORTH,North,5,9457.32,5.0,No,Supplier_A,7.0,44922.27
502736,2024-05-02,SKU1005,Electronics_Item_6,Electronics,WH_SOUTH,South,2,23473.03,0.0,No,Supplier_B,10.0,46946.06
504869,2024-08-08,SKU1005,Electronics_Item_6,Electronics,WH_SOUTH,South,3,23473.03,5.0,No,Supplier_B,10.0,66898.14
501411,2024-03-05,SKU1007,Electronics_Item_8,Electronics,WH_NORTH,North,4,13190.2,0.0,No,Supplier_D,3.0,52760.8
506899,2024-11-08,SKU1005,Electronics_Item_6,Electronics,WH_SOUTH,South,5,23473.03,0.0,No,Supplier_B,10.0,117365.15
504945,2024-08-11,SKU1033,Grocery_Item_4,Grocery,WH_NORTH,North,18 ,1093.06,5.0,No,Supplier_D,14.0,18691.33
500175,2024-01-09,SKU1008,Electronics_Item_9,Electronics,WH_NORTH,North,5,7387.04,0.0,No,Supplier_C,5.0,36935.2
509041,2025-02-14,SKU1033,Grocery_Item_4,Grocery,WH_WEST,West,24,1093.06,0.0,No,Supplier_D,14.0,26233.44
502990,2024-05-13,SKU1029,Home_Item_10,Home & Kitchen,WH_SOUTH,South,6,716.7,10.0,No,Supplier_D,7.0,3870.18
503920,2024-06-26,SKU1016,Fashion_Item_7,Fashion,WH_SOUTH,South,14 ,497.81,15.0,No,Supplier_A,7.0,5923.94
500894,2024-02-11,SKU1004,Electronics_Item_5,Electronics,WH_WEST,West,6,661.52,0.0,Yes,Supplier_B,10.0,3969.12
502455,2024-04-18,SKU1031,Grocery_Item_2,Grocery,WH_SOUTH,South,14,2789.96,5.0,No,Supplier_B,3.0,37106.47
500069,2024-01-04,SKU1011,Fashion_Item_2,Fashion,WH_WEST,West,7,282.38,20.0,No,Supplier_C,14.0,1581.33
510208,2025-04-08,SKU1019,Fashion_Item_10,Fashion,WH_WEST,West,8,1767.95,0.0,No,Supplier_A,5.0,14143.6
507300,2024-11-26,SKU1018,Fashion_Item_9,Fashion,WH_WEST,West,14,2038.19,0.0,No,Supplier_B,5.0,28534.66
502408,2024-04-16,SKU1025,Home_Item_6,Home & Kitchen,WH_WEST,West,8,1880.05,15.0,No,Supplier_A,3.0,12784.34
502905,2024-05-10,SKU1002,Electronics_Item_3,Electronics,WH_WEST,West,4,4026.46,0.0,No,Supplier_C,7.0,16105.84
508959,2025-02-11,SKU1006,Electronics_Item_7,Electronics,WH_SOUTH,South,3,4707.6,10.0,No,Supplier_D,5.0,12710.52
507264,2024-11-24,SKU1021,Home_Item_2,Home & Kitchen,WH_WEST,West,9,2700.26,0.0,No,Supplier_B,10.0,24302.34
509931,2025-03-26,SKU1039,Grocery_Item_10,Grocery,WH_WEST,West,23,222.44,10.0,No,Supplier_A,7.0,4604.51
506862,2024-11-06,SKU1005,Electronics_Item_6,Electronics,WH_SOUTH,South,4,23473.03,20.0,No,Supplier_B,10.0,75113.7
505029,15/08/2024,SKU1022,Home_Item_3,Home & Kitchen,WH_SOUTH,South,6,278.9,10.0,No,Supplier_D,14.0,1506.06
502253,10/04/2024,SKU1003,Electronics_Item_4,Electronics,WH_WEST,West,5,21674.48,0.0,No,Supplier_D,7.0,108372.4
511473,2025-06-05,SKU1015,Fashion_Item_6,Fashion,WH_SOUTH,South,22,808.05,0.0,Yes,Supplier_D,10.0,17777.1
500900,2024-02-11,SKU1018,Fashion_Item_9,Fashion,WH_NORTH,,10,2038.19,0.0,No,Supplier_B,5.0,20381.9
509009,2025-02-13,SKU1023,Home_Item_4,Home & Kitchen,WH_SOUTH,South,6,1257.73,0.0,No,Supplier_B,14.0,7546.38
508706,2025-01-30,SKU1011,Fashion_Item_2,Fashion,WH_NORTH,North,10,282.38,0.0,No,Supplier_C,14.0,2823.8
504038,2024-07-01,SKU1024,Home_Item_5,Home & Kitchen,WH_SOUTH,South,6,1822.24,0.0,No,Supplier_A,10.0,10933.44
507394,2024-11-30,SKU1033,Grocery_Item_4,Grocery,WH_WEST,West,32,1093.06,0.0,No,Supplier_D,14.0,34977.92
503639,2024-06-13,SKU1014,Fashion_Item_5,Fashion,WH_SOUTH,,8,1248.44,0.0,No,Supplier_B,14.0,9987.52
511045,2025-05-16,SKU1026,Home_Item_7,Home & Kitchen,WH_WEST,West,7,994.38,15.0,No,Supplier_A,3.0,5916.56
507121,2024-11-18,SKU1018,Fashion_Item_9,Fashion,WH_NORTH,North,15,2038.19,5.0,No,Supplier_B,5.0,29044.21
502928,2024-05-11,SKU1002,Electronics_Item_3,Electronics,WH_WEST,West,3 ,4026.46,5.0,No,Supplier_C,7.0,11475.41
501593,2024-03-12,SKU1029,Home_Item_10,Home & Kitchen,WH_SOUTH,South,8,716.7,0.0,No,Supplier_D,7.0,5733.6
511851,2025-06-22,SKU1013,Fashion_Item_4,Fashion,WH_NORTH,North,17,2835.28,10.0,No,Supplier_B,5.0,43379.78
510802,2025-05-05,SKU1028,Home_Item_9,Home & Kitchen,WH_NORTH,North,9,716.34,0.0,No,Supplier_D,7.0,6447.06
505250,2024-08-25,SKU1005,Electronics_Item_6,Electronics,WH_WEST,West,7,23473.03,0.0,No,Supplier_B,10.0,164311.21
505621,2024-09-10,SKU1014,Fashion_Item_5,Fashion,WH_NORTH,North,7,1248.44,15.0,No,Supplier_B,14.0,7428.22
504611,2024-07-27,SKU1002,Electronics_Item_3,Electronics,WH_WEST,West,6,4026.46,15.0,No,Supplier_C,7.0,20534.95
503272,2024-05-27,SKU1023,Home_Item_4,Home & Kitchen,WH_WEST,West,5,1257.73,0.0,No,Supplier_B,14.0,6288.65
503995,2024-06-29,SKU1028,Home_Item_9,Home & Kitchen,WH_WEST,West,10,716.34,,No,Supplier_D,7.0,7163.4
508013,2024-12-29,SKU1017,Fashion_Item_8,Fashion,WH_SOUTH,South,30,2741.56,0.0,Yes,Supplier_D,,82246.8
501944,2024-03-27,SKU1038,Grocery_Item_9,Grocery,WH_SOUTH,South,15,1639.79,5.0,No,Supplier_C,5.0,23367.01
500301,2024-01-14,SKU1036,Grocery_Item_7,Grocery,WH_NORTH,North,25,2919.38,0.0,Yes,Supplier_C,3.0,72984.5
501343,2024-03-02,SKU1000,Electronics_Item_1,Electronics,WH_NORTH,North,5,9457.32,0.0,No,Supplier_A,7.0,47286.6
501896,2024-03-25,SKU1027,Home_Item_8,Home & Kitchen,WH_NORTH,North,5,194.56,10.0,No,Supplier_A,3.0,875.52
507442,2024-12-03,SKU1009,Electronics_Item_10,Electronics,WH_WEST,West,9,1309.64,0.0,No,Supplier_D,7.0,11786.76
502916,2024-05-10,SKU1017,Fashion_Item_8,Fashion,WH_SOUTH,South,11,2741.56,0.0,Yes,Supplier_D,5.0,30157.16
501089,2024-02-19,SKU1029,Home_Item_10,Home & Kitchen,WH_WEST,West,6,716.7,0.0,No,Supplier_D,7.0,4300.2
504470,2024-07-21,SKU1003,Electronics_Item_4,Electronics,WH_SOUTH,South,5,21674.48,5.0,No,Supplier_D,7.0,102953.78
509956,2025-03-28,SKU1002,Electronics_Item_3,Electronics,WH_NORTH,North,6,4026.46,0.0,No,Supplier_C,7.0,24158.76
503293,2024-05-28,SKU1012,Fashion_Item_3,Fashion,WH_WEST,West,9,1433.92,0.0,No,Supplier_B,10.0,12905.28
503576,2024-06-09,SKU1039,Grocery_Item_10,Grocery,WH_SOUTH,South,18,222.44,,No,Supplier_A,7.0,3603.53
508763,2025-02-01,SKU1026,Home_Item_7,Home & Kitchen,WH_SOUTH,South,8,994.38,0.0,No,Supplier_A,3.0,7955.04
507642,2024-12-11,SKU1039,Grocery_Item_10,Grocery,WH_WEST,West,21,222.44,0.0,No,Supplier_A,7.0,4671.24
503131,2024-05-21,SKU1000,Electronics_Item_1,Electronics,WH_SOUTH,South,4,9457.32,0.0,No,Supplier_A,7.0,37829.28
511356,2025-05-30,SKU1027,Home_Item_8,Home & Kitchen,WH_NORTH,North,7,194.56,5.0,No,Supplier_A,3.0,1293.82
501395,2024-03-04,SKU1012,Fashion_Item_3,Fashion,WH_NORTH,North,11,1433.92,20.0,No,Supplier_B,10.0,12618.5
511142,2025-05-21,SKU1023,Home_Item_4,Home & Kitchen,WH_SOUTH,South,8,1257.73,0.0,No,Supplier_B,14.0,10061.84
505706,2024-09-14,SKU1033,Grocery_Item_4,Grocery,WH_SOUTH,South,32,1093.06,0.0,No,Supplier_D,14.0,34977.92
508934,2025-02-09,SKU1039,Grocery_Item_10,Grocery,WH_WEST,West,18,222.44,0.0,No,Supplier_A,7.0,4003.92
501813,2024-03-22,SKU1013,Fashion_Item_4,Fashion,WH_SOUTH,South,12,2835.28,10.0,No,Supplier_B,5.0,30621.02
508840,2025-02-05,SKU1006,Electronics_Item_7,Electronics,WH_WEST,West,9,4707.6,10.0,Yes,Supplier_D,5.0,38131.56
507686,2024-12-14,SKU1026,Home_Item_7,Home & Kitchen,WH_WEST,West,-11,994.38,0.0,No,Supplier_A,3.0,10938.18
501529,2024-03-10,SKU1000,Electronics_Item_1,Electronics,WH_WEST,West,7,9457.32,0.0,Yes,Supplier_A,7.0,66201.24
503185,2024-05-23,SKU1017,Fashion_Item_8,Fashion,WH_WEST,West,-10,2741.56,5.0,Yes,Supplier_D,5.0,26044.82
510165,2025-04-06,SKU1018,Fashion_Item_9,Fashion,WH_WEST,West,17,2038.19,10.0,No,Supplier_B,5.0,31184.31
509607,2025-03-12,SKU1034,Grocery_Item_5,Grocery,WH_WEST,West,22,2229.38,0.0,No,Supplier_D,7.0,49046.36
511228,2025-05-25,SKU1015,Fashion_Item_6,Fashion,WH_NORTH,North,12,,0.0,No,Supplier_D,10.0,9696.6
502646,2024-04-27,SKU1016,Fashion_Item_7,Fashion,WH_WEST,West,4,497.81,0.0,No,Supplier_A,7.0,1991.24
508705,2025-01-30,SKU1010,Fashion_Item_1,Fashion,WH_NORTH,North,17,1240.02,0.0,Yes,Supplier_D,3.0,21080.34
506561,2024-10-23,SKU1003,Electronics_Item_4,Electronics,WH_NORTH,North,6,21674.48,10.0,No,Supplier_D,7.0,117042.19
508026,2024-12-29,SKU1039,Grocery_Item_10,Grocery,WH_SOUTH,South,32,222.44,0.0,No,Supplier_A,7.0,7118.08
503783,2024-06-19,SKU1035,Grocery_Item_6,Grocery,WH_SOUTH,South,15,1749.54,0.0,No,Supplier_C,14.0,26243.1
509823,2025-03-22,SKU1007,Electronics_Item_8,Electronics,WH_SOUTH,South,6,13190.2,0.0,No,Supplier_D,3.0,79141.2
506135,2024-10-04,SKU1008,Electronics_Item_9,Electronics,WH_NORTH,North,8,7387.04,5.0,No,Supplier_C,5.0,56141.5
503268,2024-05-27,SKU1016,Fashion_Item_7,Fashion,WH_NORTH,North,9,497.81,15.0,No,Supplier_A,7.0,3808.25
507169,2024-11-20,SKU1028,Home_Item_9,Home & Kitchen,WH_WEST,West,13,716.34,5.0,No,Supplier_D,7.0,8846.8
501875,2024-03-24,SKU1033,Grocery_Item_4,Grocery,WH_NORTH,North,24,1093.06,0.0,Yes,Supplier_D,14.0,26233.44
510160,2025-04-06,SKU1012,Fashion_Item_3,Fashion,WH_WEST,West,12,1433.92,0.0,No,Supplier_B,10.0,17207.04
504592,2024-07-26,SKU1006,Electronics_Item_7,Electronics,WH_NORTH,North,6,4707.6,15.0,No,Supplier_D,5.0,24008.76
507630,2024-12-11,SKU1008,Electronics_Item_9,Electronics,WH_NORTH,North,7,7387.04,0.0,No,Supplier_C,5.0,51709.28
504614,2024-07-27,SKU1009,Electronics_Item_10,Electronics,WH_SOUTH,South,6,1309.64,15.0,No,Supplier_D,7.0,6679.16
506304,2024-10-11,SKU1010,Fashion_Item_1,Fashion,WH_WEST,West,7,1240.02,5.0,No,Supplier_D,3.0,8246.13
511065,2025-05-17,SKU1015,Fashion_Item_6,Fashion,WH_WEST,West,10,808.05,0.0,No,Supplier_D,10.0,8080.5
504850,2024-08-07,SKU1002,Electronics_Item_3,Electronics,WH_SOUTH,South,5,4026.46,20.0,No,Supplier_C,7.0,16105.84
500921,2024-02-12,SKU1013,Fashion_Item_4,Fashion,WH_SOUTH,South,9,2835.28,15.0,No,Supplier_B,5.0,21689.89
502610,2024-04-25,SKU1039,Grocery_Item_10,Grocery,WH_WEST,West,13,222.44,15.0,No,Supplier_A,7.0,2457.96
507590,2024-12-09,SKU1023,Home_Item_4,Home & Kitchen,WH_NORTH,North,9,1257.73,0.0,No,Supplier_B,14.0,11319.57
504988,2024-08-13,SKU1029,Home_Item_10,Home & Kitchen,WH_SOUTH,South,13,716.7,5.0,Yes,Supplier_D,7.0,8851.25
509351,2025-02-28,SKU1034,Grocery_Item_5,Grocery,WH_WEST,,11,2229.38,0.0,No,Supplier_D,7.0,24523.18
505988,2024-09-27,SKU1026,Home_Item_7,Home & Kitchen,WH_WEST,West,5,994.38,10.0,No,Supplier_A,3.0,4474.71
500413,2024-01-20,SKU1002,Electronics_Item_3,Electronics,WH_NORTH,North,4,4026.46,0.0,No,Supplier_C,7.0,16105.84
503502,2024-06-06,SKU1037,Grocery_Item_8,Grocery,WH_NORTH,North,15,2206.93,0.0,No,Supplier_C,7.0,33103.95
500922,2024-02-12,SKU1015,Fashion_Item_6,Fashion,WH_SOUTH,South,10,808.05,0.0,No,Supplier_D,10.0,8080.5
504521,2024-07-23,SKU1008,Electronics_Item_9,Electronics,WH_NORTH,North,5,7387.04,5.0,No,Supplier_C,5.0,35088.44
506349,2024-10-13,SKU1018,Fashion_Item_9,Fashion,WH_NORTH,North,16,2038.19,0.0,No,Supplier_B,5.0,32611.04
505804,2024-09-19,SKU1028,Home_Item_9,Home & Kitchen,WH_NORTH,North,5,716.34,5.0,No,Supplier_D,7.0,3402.62
511465,2025-06-04,SKU1039,Grocery_Item_10,Grocery,WH_SOUTH,South,7,222.44,0.0,No,Supplier_A,7.0,1557.08
505756,2024-09-17,SKU1011,Fashion_Item_2,Fashion,WH_WEST,,4,282.38,0.0,No,Supplier_C,14.0,1129.52
501884,2024-03-25,SKU1008,Electronics_Item_9,electronics  ,WH_WEST,West,3,7387.04,0.0,No,Supplier_C,5.0,22161.12
503610,2024-06-11,SKU1037,Grocery_Item_8,Grocery,WH_NORTH,North,16,2206.93,20.0,No,Supplier_C,7.0,28248.7
