Order_ID,Sale_Date,Product_ID,Warehouse_ID,Sales_Quantity,Unit_Price,Discount_Percent,Promotion_Applied,Revenue
500085,2024-01-04,SKU1039,WH_SOUTH,16,222.44,0.0,No,3559.04
500083,2024-01-04,SKU1037,WH_NORTH,17,2206.93,0.0,No,37517.81
500069,2024-01-04,SKU1011,WH_WEST,7,282.38,20.0,No,1581.33
500076,2024-01-04,SKU1030,WH_SOUTH,16,2402.0,5.0,No,36510.4
500067,2024-01-04,SKU1001,WH_SOUTH,4,19525.32,20.0,No,62481.02
500074,2024-01-04,SKU1027,WH_NORTH,7,194.56,10.0,No,1225.73
500081,2024-01-04,SKU1035,WH_WEST,11,1749.54,15.0,No,16358.2
500075,2024-01-04,SKU1029,WH_WEST,11,716.7,0.0,Yes,7883.7
500073,2024-01-04,SKU1025,WH_WEST,9,1880.05,0.0,No,16920.45
500079,2024-01-04,SKU1033,WH_WEST,27,1093.06,0.0,Yes,29512.62
500072,2024-01-04,SKU1016,WH_SOUTH,6,497.81,10.0,No,2688.17
500080,2024-01-04,SKU1034,WH_SOUTH,13,2229.38,0.0,No,28981.94
500070,2024-01-04,SKU1013,WH_NORTH,4,2835.28,0.0,No,11341.12
500078,2024-01-04,SKU1032,WH_SOUTH,9,2757.64,0.0,No,24818.76
500068,2024-01-04,SKU1004,WH_NORTH,3,661.52,10.0,No,1786.1
500084,2024-01-04,SKU1038,WH_WEST,17,1639.79,0.0,No,27876.43
500071,2024-01-04,SKU1014,WH_NORTH,10,1248.44,10.0,No,11235.96
500082,2024-01-04,SKU1036,WH_WEST,17,2919.38,0.0,No,49629.46
500077,2024-01-04,SKU1031,WH_SOUTH,7,2789.96,15.0,No,16600.26
500096,2024-01-05,SKU1015,WH_SOUTH,9,808.05,5.0,No,6908.83
500105,2024-01-05,SKU1029,WH_SOUTH,9,716.7,10.0,No,5805.27
500100,2024-01-05,SKU1021,WH_SOUTH,6,2700.26,5.0,No,15391.48
500094,2024-01-05,SKU1013,WH_SOUTH,7,2835.28,0.0,No,19846.96
500103,2024-01-05,SKU1027,WH_SOUTH,7,194.56,0.0,No,1361.92
500089,2024-01-05,SKU1008,WH_WEST,4,7387.04,0.0,No,29548.16
500101,2024-01-05,SKU1023,WH_SOUTH,9,1257.73,0.0,No,11319.57
500098,2024-01-05,SKU1019,WH_NORTH,8,1767.95,10.0,No,12729.24
500092,2024-01-05,SKU1011,WH_NORTH,7,282.38,10.0,No,1778.99
500107,2024-01-05,SKU1031,WH_SOUTH,16,2789.96,0.0,No,44639.36
500093,2024-01-05,SKU1012,WH_SOUTH,9,1433.92,5.0,No,12260.02
500104,2024-01-05,SKU1028,WH_SOUTH,6,716.34,10.0,No,3868.24
500109,2024-01-05,SKU1035,WH_SOUTH,22,1749.54,0.0,No,38489.88
500099,2024-01-05,SKU1020,WH_NORTH,5,2359.13,0.0,No,11795.65
500086,2024-01-05,SKU1000,WH_SOUTH,9,9457.32,0.0,No,85115.88
500091,2024-01-05,SKU1010,WH_WEST,8,1240.02,0.0,No,9920.16
500097,2024-01-05,SKU1016,WH_WEST,5,497.81,15.0,No,2115.69
500087,2024-01-05,SKU1001,WH_SOUTH,2,19525.32,0.0,No,39050.64
500102,2024-01-05,SKU1025,WH_WEST,5,1880.05,15.0,No,7990.21
500110,2024-01-05,SKU1038,WH_NORTH,29,1639.79,0.0,Yes,47553.91
500106,2024-01-05,SKU1030,WH_WEST,16,2402.0,10.0,No,34588.8
500088,2024-01-05,SKU1007,WH_NORTH,4,13190.2,0.0,No,52760.8
500090,2024-01-05,SKU1009,WH_NORTH,4,1309.64,20.0,No,4190.85
500108,2024-01-05,SKU1032,WH_WEST,20,2757.64,5.0,No,52395.16
500095,2024-01-05,SKU1014,WH_NORTH,5,1248.44,20.0,No,4993.76
500131,2024-01-06,SKU1038,WH_SOUTH,20,1639.79,0.0,No,32795.8
500128,2024-01-06,SKU1034,WH_SOUTH,17,2229.38,0.0,No,37899.46
500114,2024-01-06,SKU1005,WH_NORTH,6,23473.03,0.0,No,140838.18
500116,2024-01-06,SKU1007,WH_WEST,5,13190.2,0.0,No,65951.0
500125,2024-01-06,SKU1021,WH_SOUTH,6,2700.26,5.0,No,15391.48
500118,2024-01-06,SKU1010,WH_SOUTH,9,1240.02,0.0,No,11160.18
500112,2024-01-06,SKU1002,WH_WEST,6,4026.46,15.0,Yes,20534.95
500120,2024-01-06,SKU1013,WH_NORTH,6,2835.28,0.0,No,17011.68
500126,2024-01-06,SKU1029,WH_WEST,6,716.7,10.0,No,3870.18
500127,2024-01-06,SKU1031,WH_WEST,17,2789.96,10.0,No,42686.39
500113,2024-01-06,SKU1004,WH_SOUTH,4,661.52,0.0,No,2646.08
500124,2024-01-06,SKU1020,WH_SOUTH,6,2359.13,5.0,No,13447.04
500115,2024-01-06,SKU1006,WH_WEST,2,4707.6,0.0,No,9415.2
500111,2024-01-06,SKU1001,WH_WEST,3,19525.32,0.0,No,58575.96
500123,2024-01-06,SKU1018,WH_NORTH,9,2038.19,10.0,No,16509.34
500122,2024-01-06,SKU1017,WH_NORTH,10,2741.56,15.0,No,23303.26
500121,2024-01-06,SKU1015,WH_WEST,13,808.05,0.0,No,10504.65
500117,2024-01-06,SKU1008,WH_NORTH,3,7387.04,0.0,No,22161.12
500130,2024-01-06,SKU1037,WH_WEST,18,2206.93,0.0,No,39724.74
500119,2024-01-06,SKU1011,WH_WEST,7,282.38,0.0,No,1976.66
500132,2024-01-06,SKU1039,WH_WEST,18,222.44,0.0,No,4003.92
500129,2024-01-06,SKU1036,WH_NORTH,18,2919.38,10.0,No,47293.96
500143,2024-01-07,SKU1016,WH_SOUTH,9,497.81,0.0,No,4480.29
500139,2024-01-07,SKU1009,WH_NORTH,3,1309.64,10.0,No,3536.03
500154,2024-01-07,SKU1039,WH_SOUTH,14,222.44,0.0,No,3114.16
500144,2024-01-07,SKU1018,WH_NORTH,6,2038.19,15.0,No,10394.77
500153,2024-01-07,SKU1034,WH_WEST,13,2229.38,0.0,No,28981.94
500147,2024-01-07,SKU1027,WH_WEST,7,194.56,15.0,No,1157.63
500136,2024-01-07,SKU1005,WH_NORTH,2,23473.03,0.0,No,46946.06
500148,2024-01-07,SKU1028,WH_WEST,6,716.34,0.0,No,4298.04
500151,2024-01-07,SKU1032,WH_WEST,16,2757.64,15.0,No,37503.9
500145,2024-01-07,SKU1024,WH_SOUTH,7,1822.24,20.0,No,10204.54
500133,2024-01-07,SKU1000,WH_WEST,5,9457.32,5.0,No,44922.27
500150,2024-01-07,SKU1031,WH_WEST,17,2789.96,10.0,No,42686.39
500142,2024-01-07,SKU1014,WH_NORTH,6,1248.44,10.0,No,6741.58
500134,2024-01-07,SKU1001,WH_SOUTH,6,19525.32,0.0,No,117151.92
500137,2024-01-07,SKU1006,WH_SOUTH,3,4707.6,5.0,No,13416.66
500138,2024-01-07,SKU1007,WH_SOUTH,3,13190.2,0.0,No,39570.6
500141,2024-01-07,SKU1012,WH_SOUTH,6,1433.92,0.0,No,8603.52
500135,2024-01-07,SKU1002,WH_WEST,5,4026.46,5.0,No,19125.68
500140,2024-01-07,SKU1010,WH_SOUTH,18,1240.02,0.0,Yes,22320.36
500152,2024-01-07,SKU1033,WH_SOUTH,16,1093.06,20.0,No,13991.17
500149,2024-01-07,SKU1030,WH_WEST,22,2402.0,5.0,No,50201.8
500146,2024-01-07,SKU1026,WH_WEST,9,994.38,5.0,No,8501.95
500164,2024-01-08,SKU1025,WH_SOUTH,11,1880.05,15.0,Yes,17578.47
500159,2024-01-08,SKU1008,WH_SOUTH,4,7387.04,20.0,No,23638.53
500156,2024-01-08,SKU1001,WH_NORTH,2,19525.32,10.0,No,35145.58
500162,2024-01-08,SKU1016,WH_SOUTH,7,497.81,0.0,No,3484.67
500163,2024-01-08,SKU1023,WH_NORTH,7,1257.73,0.0,No,8804.11
500166,2024-01-08,SKU1027,WH_NORTH,3,194.56,10.0,No,525.31
500160,2024-01-08,SKU1012,WH_NORTH,9,1433.92,0.0,No,12905.28
500161,2024-01-08,SKU1013,WH_NORTH,12,2835.28,0.0,No,34023.36
500158,2024-01-08,SKU1007,WH_SOUTH,3,13190.2,0.0,No,39570.6
500168,2024-01-08,SKU1039,WH_NORTH,12,222.44,10.0,No,2402.35
500155,2024-01-08,SKU1000,WH_WEST,4,9457.32,0.0,No,37829.28
500165,2024-01-08,SKU1026,WH_SOUTH,4,994.38,10.0,No,3579.77
500157,2024-01-08,SKU1002,WH_NORTH,2,4026.46,15.0,No,6844.98
500167,2024-01-08,SKU1037,WH_WEST,16,2206.93,0.0,No,35310.88
500185,2024-01-09,SKU1030,WH_NORTH,17,2402.0,0.0,Yes,40834.0
500169,2024-01-09,SKU1000,WH_WEST,4,9457.32,0.0,No,37829.28
500178,2024-01-09,SKU1013,WH_NORTH,4,2835.28,10.0,No,10207.01
500183,2024-01-09,SKU1020,WH_SOUTH,8,2359.13,5.0,No,17929.39
500186,2024-01-09,SKU1031,WH_NORTH,19,2789.96,0.0,No,53009.24
500190,2024-01-09,SKU1037,WH_WEST,15,2206.93,10.0,No,29793.55
500170,2024-01-09,SKU1002,WH_NORTH,3,4026.46,0.0,No,12079.38
500173,2024-01-09,SKU1006,WH_NORTH,5,4707.6,5.0,No,22361.1
500172,2024-01-09,SKU1005,WH_WEST,4,23473.03,0.0,No,93892.12
500181,2024-01-09,SKU1018,WH_WEST,5,2038.19,0.0,No,10190.95
500171,2024-01-09,SKU1004,WH_SOUTH,3,661.52,10.0,No,1786.1
500192,2024-01-09,SKU1039,WH_NORTH,22,222.44,5.0,Yes,4649.0
500191,2024-01-09,SKU1038,WH_NORTH,17,1639.79,10.0,No,25088.79
500184,2024-01-09,SKU1021,WH_NORTH,5,2700.26,0.0,No,13501.3
500174,2024-01-09,SKU1007,WH_SOUTH,2,13190.2,10.0,No,23742.36
500182,2024-01-09,SKU1019,WH_WEST,18,1767.95,0.0,Yes,31823.1
500179,2024-01-09,SKU1015,WH_WEST,6,808.05,0.0,No,4848.3
500180,2024-01-09,SKU1016,WH_NORTH,7,497.81,0.0,No,3484.67
500187,2024-01-09,SKU1032,WH_WEST,12,2757.64,10.0,No,29782.51
500175,2024-01-09,SKU1008,WH_NORTH,5,7387.04,0.0,No,36935.2
500189,2024-01-09,SKU1035,WH_WEST,17,1749.54,5.0,No,28255.07
500176,2024-01-09,SKU1009,WH_SOUTH,4,1309.64,0.0,No,5238.56
500177,2024-01-09,SKU1012,WH_SOUTH,10,1433.92,20.0,No,11471.36
500188,2024-01-09,SKU1033,WH_WEST,18,1093.06,5.0,No,18691.33
500203,2024-01-10,SKU1022,WH_SOUTH,3,278.9,15.0,No,711.2
500202,2024-01-10,SKU1019,WH_SOUTH,6,1767.95,0.0,No,10607.7
500205,2024-01-10,SKU1026,WH_SOUTH,5,994.38,10.0,No,4474.71
500208,2024-01-10,SKU1031,WH_SOUTH,17,2789.96,0.0,No,47429.32
500206,2024-01-10,SKU1028,WH_NORTH,6,716.34,0.0,No,4298.04
500194,2024-01-10,SKU1004,WH_SOUTH,4,661.52,5.0,Yes,2513.78
500196,2024-01-10,SKU1006,WH_WEST,4,4707.6,0.0,No,18830.4
500214,2024-01-10,SKU1039,WH_NORTH,28,222.44,10.0,Yes,5605.49
500212,2024-01-10,SKU1035,WH_SOUTH,12,1749.54,10.0,No,18895.03
500207,2024-01-10,SKU1029,WH_WEST,7,716.7,0.0,No,5016.9
500193,2024-01-10,SKU1001,WH_SOUTH,2,19525.32,0.0,No,39050.64
500199,2024-01-10,SKU1012,WH_SOUTH,11,1433.92,0.0,No,15773.12
500198,2024-01-10,SKU1009,WH_WEST,5,1309.64,0.0,No,6548.2
500201,2024-01-10,SKU1015,WH_NORTH,10,808.05,0.0,No,8080.5
500197,2024-01-10,SKU1007,WH_WEST,4,13190.2,0.0,No,52760.8
500213,2024-01-10,SKU1036,WH_NORTH,16,2919.38,0.0,No,46710.08
500195,2024-01-10,SKU1005,WH_WEST,5,23473.03,0.0,No,117365.15
500210,2024-01-10,SKU1033,WH_NORTH,18,1093.06,0.0,No,19675.08
500200,2024-01-10,SKU1014,WH_WEST,5,1248.44,0.0,No,6242.2
500211,2024-01-10,SKU1034,WH_NORTH,16,2229.38,0.0,No,35670.08
500209,2024-01-10,SKU1032,WH_WEST,14,2757.64,20.0,No,30885.57
500204,2024-01-10,SKU1023,WH_SOUTH,8,1257.73,0.0,No,10061.84
500218,2024-01-11,SKU1007,WH_WEST,5,13190.2,10.0,No,59355.9
500233,2024-01-11,SKU1033,WH_SOUTH,18,1093.06,0.0,No,19675.08
500228,2024-01-11,SKU1027,WH_NORTH,5,194.56,10.0,No,875.52
500229,2024-01-11,SKU1028,WH_WEST,6,716.34,10.0,No,3868.24
500235,2024-01-11,SKU1037,WH_WEST,11,2206.93,0.0,No,24276.23
500225,2024-01-11,SKU1024,WH_WEST,10,1822.24,0.0,Yes,18222.4
500220,2024-01-11,SKU1009,WH_NORTH,5,1309.64,0.0,No,6548.2
500231,2024-01-11,SKU1031,WH_WEST,23,2789.96,0.0,No,64169.08
500237,2024-01-11,SKU1039,WH_WEST,22,222.44,5.0,No,4649.0
500217,2024-01-11,SKU1004,WH_SOUTH,3,661.52,5.0,No,1885.33
500230,2024-01-11,SKU1029,WH_WEST,6,716.7,0.0,No,4300.2
500227,2024-01-11,SKU1026,WH_WEST,8,994.38,0.0,No,7955.04
500236,2024-01-11,SKU1038,WH_SOUTH,12,1639.79,10.0,No,17709.73
500222,2024-01-11,SKU1012,WH_WEST,8,1433.92,20.0,No,9177.09
500224,2024-01-11,SKU1022,WH_SOUTH,5,278.9,0.0,No,1394.5
500221,2024-01-11,SKU1011,WH_NORTH,12,282.38,5.0,No,3219.13
500216,2024-01-11,SKU1002,WH_NORTH,4,4026.46,0.0,No,16105.84
500223,2024-01-11,SKU1016,WH_SOUTH,11,497.81,0.0,No,5475.91
500219,2024-01-11,SKU1008,WH_NORTH,4,7387.04,5.0,No,28070.75
500226,2024-01-11,SKU1025,WH_NORTH,6,1880.05,10.0,No,10152.27
500215,2024-01-11,SKU1000,WH_SOUTH,3,9457.32,0.0,No,28371.96
500232,2024-01-11,SKU1032,WH_WEST,16,2757.64,10.0,No,39710.02
500234,2024-01-11,SKU1035,WH_NORTH,13,1749.54,0.0,No,22744.02
500244,2024-01-12,SKU1012,WH_WEST,6,1433.92,10.0,No,7743.17
500255,2024-01-12,SKU1030,WH_SOUTH,18,2402.0,0.0,Yes,43236.0
500238,2024-01-12,SKU1000,WH_SOUTH,3,9457.32,5.0,No,26953.36
500260,2024-01-12,SKU1036,WH_WEST,9,2919.38,10.0,No,23646.98
500239,2024-01-12,SKU1001,WH_WEST,4,19525.32,5.0,No,74196.22
500256,2024-01-12,SKU1031,WH_NORTH,16,2789.96,5.0,Yes,42407.39
500261,2024-01-12,SKU1038,WH_SOUTH,18,1639.79,0.0,No,29516.22
500245,2024-01-12,SKU1014,WH_NORTH,5,1248.44,0.0,No,6242.2
500251,2024-01-12,SKU1024,WH_SOUTH,8,1822.24,0.0,Yes,14577.92
500243,2024-01-12,SKU1010,WH_NORTH,8,1240.02,0.0,No,9920.16
500241,2024-01-12,SKU1004,WH_NORTH,4,661.52,5.0,No,2513.78
500258,2024-01-12,SKU1033,WH_SOUTH,15,1093.06,0.0,No,16395.9
500240,2024-01-12,SKU1002,WH_WEST,3,4026.46,15.0,No,10267.47
500257,2024-01-12,SKU1032,WH_NORTH,27,2757.64,0.0,Yes,74456.28
500242,2024-01-12,SKU1009,WH_SOUTH,7,1309.64,5.0,Yes,8709.11
500253,2024-01-12,SKU1028,WH_NORTH,6,716.34,0.0,No,4298.04
500262,2024-01-12,SKU1039,WH_NORTH,16,222.44,0.0,No,3559.04
500249,2024-01-12,SKU1020,WH_WEST,4,2359.13,0.0,No,9436.52
500254,2024-01-12,SKU1029,WH_WEST,5,716.7,0.0,No,3583.5
500259,2024-01-12,SKU1034,WH_NORTH,13,2229.38,0.0,No,28981.94
500247,2024-01-12,SKU1017,WH_WEST,9,2741.56,15.0,No,20972.93
500250,2024-01-12,SKU1022,WH_NORTH,7,278.9,10.0,No,1757.07
500246,2024-01-12,SKU1016,WH_NORTH,9,497.81,0.0,No,4480.29
500248,2024-01-12,SKU1019,WH_NORTH,12,1767.95,15.0,No,18033.09
500252,2024-01-12,SKU1026,WH_SOUTH,7,994.38,15.0,No,5916.56
500271,2024-01-13,SKU1018,WH_NORTH,10,2038.19,20.0,No,16305.52
500268,2024-01-13,SKU1011,WH_WEST,9,282.38,5.0,No,2414.35
500274,2024-01-13,SKU1024,WH_SOUTH,10,1822.24,0.0,No,18222.4
500267,2024-01-13,SKU1007,WH_SOUTH,5,13190.2,0.0,No,65951.0
500265,2024-01-13,SKU1002,WH_SOUTH,7,4026.46,0.0,Yes,28185.22
500270,2024-01-13,SKU1017,WH_NORTH,9,2741.56,0.0,No,24674.04
500272,2024-01-13,SKU1022,WH_NORTH,9,278.9,0.0,No,2510.1
500275,2024-01-13,SKU1025,WH_WEST,8,1880.05,0.0,No,15040.4
500273,2024-01-13,SKU1023,WH_SOUTH,7,1257.73,0.0,No,8804.11
500269,2024-01-13,SKU1016,WH_SOUTH,10,497.81,10.0,No,4480.29
500266,2024-01-13,SKU1004,WH_NORTH,4,661.52,10.0,No,2381.47
500278,2024-01-13,SKU1036,WH_SOUTH,20,2919.38,0.0,No,58387.6
500263,2024-01-13,SKU1000,WH_WEST,4,9457.32,5.0,No,35937.82
500276,2024-01-13,SKU1032,WH_WEST,13,2757.64,0.0,No,35849.32
500264,2024-01-13,SKU1001,WH_SOUTH,6,19525.32,0.0,No,117151.92
500277,2024-01-13,SKU1033,WH_NORTH,9,1093.06,0.0,No,9837.54
500279,2024-01-14,SKU1000,WH_NORTH,4,9457.32,20.0,Yes,30263.42
500300,2024-01-14,SKU1035,WH_WEST,20,1749.54,0.0,No,34990.8
500296,2024-01-14,SKU1029,WH_WEST,10,716.7,15.0,No,6091.95
500301,2024-01-14,SKU1036,WH_NORTH,25,2919.38,0.0,Yes,72984.5
500284,2024-01-14,SKU1009,WH_WEST,4,1309.64,10.0,No,4714.7
500303,2024-01-14,SKU1038,WH_NORTH,20,1639.79,5.0,No,31156.01
500289,2024-01-14,SKU1017,WH_WEST,7,2741.56,0.0,No,19190.92
500288,2024-01-14,SKU1016,WH_SOUTH,9,497.81,15.0,No,3808.25
500286,2024-01-14,SKU1012,WH_SOUTH,6,1433.92,0.0,No,8603.52
500293,2024-01-14,SKU1023,WH_SOUTH,5,1257.73,20.0,No,5030.92
500292,2024-01-14,SKU1022,WH_SOUTH,6,278.9,0.0,No,1673.4
500283,2024-01-14,SKU1007,WH_WEST,5,13190.2,10.0,No,59355.9
500290,2024-01-14,SKU1019,WH_SOUTH,14,1767.95,5.0,No,23513.73
500302,2024-01-14,SKU1037,WH_NORTH,18,2206.93,10.0,No,35752.27
500285,2024-01-14,SKU1011,WH_SOUTH,11,282.38,5.0,No,2950.87
500281,2024-01-14,SKU1003,WH_WEST,4,21674.48,0.0,No,86697.92
500299,2024-01-14,SKU1034,WH_WEST,18,2229.38,10.0,No,36115.96
500282,2024-01-14,SKU1005,WH_NORTH,7,23473.03,5.0,No,156095.65
500295,2024-01-14,SKU1027,WH_SOUTH,8,194.56,5.0,No,1478.66
500298,2024-01-14,SKU1032,WH_NORTH,22,2757.64,0.0,No,60668.08
500291,2024-01-14,SKU1020,WH_NORTH,10,2359.13,10.0,No,21232.17
500294,2024-01-14,SKU1026,WH_WEST,6,994.38,10.0,No,5369.65
500287,2024-01-14,SKU1015,WH_NORTH,7,808.05,0.0,No,5656.35
500280,2024-01-14,SKU1002,WH_NORTH,5,4026.46,0.0,No,20132.3
500297,2024-01-14,SKU1031,WH_WEST,26,2789.96,0.0,No,72538.96
500314,2024-01-15,SKU1014,WH_WEST,6,1248.44,15.0,No,6367.04
500323,2024-01-15,SKU1031,WH_SOUTH,31,2789.96,0.0,Yes,86488.76
500311,2024-01-15,SKU1010,WH_SOUTH,2,1240.02,0.0,No,2480.04
500313,2024-01-15,SKU1012,WH_WEST,10,1433.92,10.0,No,12905.28
500318,2024-01-15,SKU1022,WH_NORTH,1,278.9,0.0,No,278.9
500325,2024-01-15,SKU1039,WH_WEST,14,222.44,15.0,No,2647.04
500320,2024-01-15,SKU1026,WH_WEST,7,994.38,10.0,No,6264.59
500319,2024-01-15,SKU1024,WH_NORTH,7,1822.24,0.0,No,12755.68
500309,2024-01-15,SKU1005,WH_WEST,3,23473.03,0.0,No,70419.09
500316,2024-01-15,SKU1020,WH_SOUTH,5,2359.13,20.0,No,9436.52
500317,2024-01-15,SKU1021,WH_WEST,7,2700.26,0.0,No,18901.82
500324,2024-01-15,SKU1034,WH_NORTH,16,2229.38,0.0,No,35670.08
500306,2024-01-15,SKU1002,WH_WEST,4,4026.46,5.0,No,15300.55
500321,2024-01-15,SKU1029,WH_NORTH,6,716.7,20.0,No,3440.16
500310,2024-01-15,SKU1007,WH_SOUTH,4,13190.2,15.0,Yes,44846.68
500315,2024-01-15,SKU1019,WH_WEST,9,1767.95,0.0,No,15911.55
500307,2024-01-15,SKU1003,WH_SOUTH,2,21674.48,0.0,No,43348.96
500322,2024-01-15,SKU1030,WH_NORTH,11,2402.0,0.0,No,26422.0
500308,2024-01-15,SKU1004,WH_SOUTH,4,661.52,0.0,No,2646.08
500304,2024-01-15,SKU1000,WH_NORTH,3,9457.32,10.0,No,25534.76
500305,2024-01-15,SKU1001,WH_SOUTH,4,19525.32,0.0,No,78101.28
500312,2024-01-15,SKU1011,WH_SOUTH,7,282.38,0.0,No,1976.66
500335,2024-01-16,SKU1014,WH_NORTH,10,1248.44,10.0,No,11235.96
500327,2024-01-16,SKU1001,WH_NORTH,5,19525.32,5.0,No,92745.27
500338,2024-01-16,SKU1026,WH_NORTH,7,994.38,15.0,No,5916.56
500326,2024-01-16,SKU1000,WH_WEST,3,9457.32,10.0,No,25534.76
500340,2024-01-16,SKU1029,WH_NORTH,6,716.7,5.0,No,4085.19
